root,multiAccept,sendfile,compression,noCompression,serverCache,keepalive,basicAuth,tls,ecdsaCertificate,aesTls,tlsMoreBits,tcpNoDelay,tcpNoPush,compressionLevel,performance
1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2.6972
1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2.7488
1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2.702
1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,2.724
1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2.8352
1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,2.8614
1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,2.8484
1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,2.7868
1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2.7916
1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2.597
1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,2.7838
1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2.654
1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,2.848
1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,2.6964
1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,2.8642
1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,2.6934
1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,8.9532
1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,9.0474
1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,9.0518
1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,8.9308
1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,9.3852
1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,8.8354
1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,8.7338
1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,8.909
1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,9.2152
1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,9.053
1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,9.0126
1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,9.3032
1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,8.892
1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,8.8716
1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,9.0538
1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,9.0392
1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,9.6042
1,1,0,1,0,0,0,1,0,0,0,0,0,0,5,9.66
1,1,0,1,0,0,0,1,0,0,0,0,0,0,9,10.0262
1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,9.4398
1,1,0,1,0,0,0,1,0,0,0,0,0,1,5,9.9652
1,1,0,1,0,0,0,1,0,0,0,0,0,1,9,9.8892
1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,10.0636
1,1,0,1,0,0,0,1,0,0,0,0,1,0,5,9.9064
1,1,0,1,0,0,0,1,0,0,0,0,1,0,9,9.9118
1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,9.702
1,1,0,1,0,0,0,1,0,0,0,0,1,1,5,9.6388
1,1,0,1,0,0,0,1,0,0,0,0,1,1,9,9.8986
1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,9.605
1,1,0,1,0,1,0,1,0,0,0,0,0,0,5,10.1322
1,1,0,1,0,1,0,1,0,0,0,0,0,0,9,10.0224
1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,9.6604
1,1,0,1,0,1,0,1,0,0,0,0,0,1,5,10.1716
1,1,0,1,0,1,0,1,0,0,0,0,0,1,9,9.7946
1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,9.6486
1,1,0,1,0,1,0,1,0,0,0,0,1,0,5,10.073
1,1,0,1,0,1,0,1,0,0,0,0,1,0,9,9.9672
1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,9.5282
1,1,0,1,0,1,0,1,0,0,0,0,1,1,5,9.7696
1,1,0,1,0,1,0,1,0,0,0,0,1,1,9,10.0088
1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,9.6092
1,1,1,1,0,0,0,1,0,0,0,0,0,0,5,9.925
1,1,1,1,0,0,0,1,0,0,0,0,0,0,9,9.9
1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,9.7094
1,1,1,1,0,0,0,1,0,0,0,0,0,1,5,10.1248
1,1,1,1,0,0,0,1,0,0,0,0,0,1,9,9.8584
1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,9.7664
1,1,1,1,0,0,0,1,0,0,0,0,1,0,5,9.9006
1,1,1,1,0,0,0,1,0,0,0,0,1,0,9,9.7618
1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,9.7732
1,1,1,1,0,0,0,1,0,0,0,0,1,1,5,9.9842
1,1,1,1,0,0,0,1,0,0,0,0,1,1,9,10.1036
1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,9.4366
1,1,1,1,0,1,0,1,0,0,0,0,0,0,5,9.935
1,1,1,1,0,1,0,1,0,0,0,0,0,0,9,9.9838
1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,9.5588
1,1,1,1,0,1,0,1,0,0,0,0,0,1,5,10.1092
1,1,1,1,0,1,0,1,0,0,0,0,0,1,9,10.014
1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,9.4418
1,1,1,1,0,1,0,1,0,0,0,0,1,0,5,9.8476
1,1,1,1,0,1,0,1,0,0,0,0,1,0,9,10.0602
1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,9.6816
1,1,1,1,0,1,0,1,0,0,0,0,1,1,5,9.8208
1,1,1,1,0,1,0,1,0,0,0,0,1,1,9,9.7928
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2.2804
1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2.2908
1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2.2958
1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,2.2362
1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2.1846
1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,2.106
1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,2.1542
1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,2.0974
1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2.3564
1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,2.2892
1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,2.3662
1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,2.2908
1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,2.357
1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,2.3334
1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,2.3644
1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,2.2978
1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2.2882
1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,2.281
1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,2.2828
1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,2.2792
1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2.2274
1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,2.2348
1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,2.2168
1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,2.1274
1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,2.3484
1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,2.2908
1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,2.364
1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,2.2926
1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,2.3534
1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,2.2904
1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,2.3644
1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,2.287
1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,8.1714
1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,8.3218
1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,8.125
1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,8.0584
1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,8.2638
1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,8.281
1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,8.123
1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,8.0474
1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,8.7236
1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,8.3334
1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,8.2614
1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,8.3436
1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,8.3182
1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,8.4446
1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,8.2688
1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,8.282
1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,8.2504
1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,8.1902
1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,8.1646
1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,8.21
1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,8.2382
1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,8.0372
1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,8.1168
1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,8.2536
1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,8.3428
1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,8.4008
1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,8.3706
1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,8.3798
1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,8.2882
1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,8.2768
1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,8.448
1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,8.1272
1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,369.2444
1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,367.9872
1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,370.6484
1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,368.9954
1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,371.7448
1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,370.3004
1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,369.2972
1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,368.9742
1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,370.111
1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,370.5704
1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,370.0244
1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,370.6718
1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,369.8396
1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,369.776
1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,369.5034
1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,369.4394
1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,370.9928
1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,371.2224
1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,370.5204
1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,371.4578
1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,368.2268
1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,371.1858
1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,370.8998
1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,371.1404
1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,370.746
1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,371.326
1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,370.6818
1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,369.0304
