root,opt_useAddressPrecalc,opt_vectorize,simd_avoidUnaligned,data_alignFieldPointers,opt_unroll_interleave,no_explorationId,explorationId,poly_tileSize_x,poly_tileSize_y,poly_tileSize_z,performance
1,0,0,0,0,0,1,0,0,0,0,9356
1,0,0,0,0,0,0,1,0,0,0,8283.6
1,0,0,0,0,0,0,2,0,0,0,8310.4
1,0,0,0,0,0,0,3,0,0,0,8082
1,0,0,0,0,0,0,4,0,0,0,8102.4
1,0,0,0,0,0,0,1,8,0,0,10573.4
1,0,0,0,0,0,0,2,8,0,0,10650.4
1,0,0,0,0,0,0,3,8,0,0,9019.2
1,0,0,0,0,0,0,4,8,0,0,8958.4
1,0,0,0,0,0,0,1,10,0,0,10059.4
1,0,0,0,0,0,0,2,10,0,0,10162
1,0,0,0,0,0,0,3,10,0,0,8480.4
1,0,0,0,0,0,0,4,10,0,0,8420
1,0,0,0,0,0,0,1,16,0,0,9336.4
1,0,0,0,0,0,0,2,16,0,0,9373.6
1,0,0,0,0,0,0,3,16,0,0,7520.2
1,0,0,0,0,0,0,4,16,0,0,7486.4
1,0,0,0,0,0,0,1,20,0,0,9121.8
1,0,0,0,0,0,0,2,20,0,0,9143.8
1,0,0,0,0,0,0,3,20,0,0,7222.8
1,0,0,0,0,0,0,4,20,0,0,7181.4
1,0,0,0,0,0,0,1,32,0,0,8842.6
1,0,0,0,0,0,0,2,32,0,0,8845
1,0,0,0,0,0,0,3,32,0,0,6869.4
1,0,0,0,0,0,0,4,32,0,0,6864.2
1,0,0,0,0,0,0,1,64,0,0,9410.2
1,0,0,0,0,0,0,2,64,0,0,10099.2
1,0,0,0,0,0,0,3,64,0,0,7379.4
1,0,0,0,0,0,0,4,64,0,0,8467.2
1,0,0,0,0,0,0,1,128,0,0,9423.8
1,0,0,0,0,0,0,2,128,0,0,10001.6
1,0,0,0,0,0,0,3,128,0,0,8726.6
1,0,0,0,0,0,0,4,128,0,0,9235
1,0,0,0,0,0,0,1,0,8,0,6334
1,0,0,0,0,0,0,2,0,8,0,6418
1,0,0,0,0,0,0,3,0,8,0,5919
1,0,0,0,0,0,0,4,0,8,0,5964.2
1,0,0,0,0,0,0,1,8,8,0,17050.2
1,0,0,0,0,0,0,2,8,8,0,16792.2
1,0,0,0,0,0,0,3,8,8,0,15312.4
1,0,0,0,0,0,0,4,8,8,0,15274.4
1,0,0,0,0,0,0,1,10,8,0,15370
1,0,0,0,0,0,0,2,10,8,0,14819.4
1,0,0,0,0,0,0,3,10,8,0,13806.6
1,0,0,0,0,0,0,4,10,8,0,13578.4
1,0,0,0,0,0,0,1,16,8,0,12752.2
1,0,0,0,0,0,0,2,16,8,0,12384.2
1,0,0,0,0,0,0,3,16,8,0,11247
1,0,0,0,0,0,0,4,16,8,0,11152
1,0,0,0,0,0,0,1,20,8,0,12084.6
1,0,0,0,0,0,0,2,20,8,0,11734.6
1,0,0,0,0,0,0,3,20,8,0,10569
1,0,0,0,0,0,0,4,20,8,0,10413.2
1,0,0,0,0,0,0,1,32,8,0,11105.6
1,0,0,0,0,0,0,2,32,8,0,10877.8
1,0,0,0,0,0,0,3,32,8,0,9394.4
1,0,0,0,0,0,0,4,32,8,0,9266.4
1,0,0,0,0,0,0,1,64,8,0,10174.2
1,0,0,0,0,0,0,2,64,8,0,10117.8
1,0,0,0,0,0,0,3,64,8,0,8421.8
1,0,0,0,0,0,0,4,64,8,0,8319.2
1,0,0,0,0,0,0,1,128,8,0,8409.2
1,0,0,0,0,0,0,2,128,8,0,8440.8
1,0,0,0,0,0,0,3,128,8,0,7411.2
1,0,0,0,0,0,0,4,128,8,0,7371.4
1,0,0,0,0,0,0,1,0,10,0,6824.2
1,0,0,0,0,0,0,2,0,10,0,6924.2
1,0,0,0,0,0,0,3,0,10,0,6149.8
1,0,0,0,0,0,0,4,0,10,0,6304.8
1,0,0,0,0,0,0,1,8,10,0,16374.6
1,0,0,0,0,0,0,2,8,10,0,15771.8
1,0,0,0,0,0,0,3,8,10,0,14299.8
1,0,0,0,0,0,0,4,8,10,0,14087.6
1,0,0,0,0,0,0,1,10,10,0,14794.6
1,0,0,0,0,0,0,2,10,10,0,14207.6
1,0,0,0,0,0,0,3,10,10,0,12928.2
1,0,0,0,0,0,0,4,10,10,0,12719.2
1,0,0,0,0,0,0,1,16,10,0,12794.6
1,0,0,0,0,0,0,2,16,10,0,12244.4
1,0,0,0,0,0,0,3,16,10,0,10968.6
1,0,0,0,0,0,0,4,16,10,0,10702.2
1,0,0,0,0,0,0,1,20,10,0,12312.6
1,0,0,0,0,0,0,2,20,10,0,11824.2
1,0,0,0,0,0,0,3,20,10,0,10395.4
1,0,0,0,0,0,0,4,20,10,0,10131.4
1,0,0,0,0,0,0,1,32,10,0,11471.4
