root,opt_useAddressPrecalc,opt_vectorize,simd_avoidUnaligned,data_alignFieldPointers,opt_unroll_interleave,no_explorationId,explorationId,poly_tileSize_x,poly_tileSize_y,poly_tileSize_z,performance
1,0,0,0,0,0,1,0,0,0,0,9356.8
1,0,0,0,0,0,0,1,0,0,0,8258.4
1,0,0,0,0,0,0,2,0,0,0,8250.8
1,0,0,0,0,0,0,3,0,0,0,8089.6
1,0,0,0,0,0,0,4,0,0,0,8137.6
1,0,0,0,0,0,0,1,8,0,0,10921.4
1,0,0,0,0,0,0,2,8,0,0,10840.4
1,0,0,0,0,0,0,3,8,0,0,8939
1,0,0,0,0,0,0,4,8,0,0,8553.8
1,0,0,0,0,0,0,1,10,0,0,10457.8
1,0,0,0,0,0,0,2,10,0,0,10357.4
1,0,0,0,0,0,0,3,10,0,0,8490
1,0,0,0,0,0,0,4,10,0,0,8399.8
1,0,0,0,0,0,0,1,16,0,0,9021.8
1,0,0,0,0,0,0,2,16,0,0,8949.8
1,0,0,0,0,0,0,3,16,0,0,7512.4
1,0,0,0,0,0,0,4,16,0,0,7552.2
1,0,0,0,0,0,0,1,20,0,0,8640
1,0,0,0,0,0,0,2,20,0,0,8866.4
1,0,0,0,0,0,0,3,20,0,0,7248
1,0,0,0,0,0,0,4,20,0,0,7282.2
1,0,0,0,0,0,0,1,32,0,0,7867.4
1,0,0,0,0,0,0,2,32,0,0,7835.8
1,0,0,0,0,0,0,3,32,0,0,6899.2
1,0,0,0,0,0,0,4,32,0,0,6892.8
1,0,0,0,0,0,0,1,64,0,0,8647.8
1,0,0,0,0,0,0,2,64,0,0,10004.4
1,0,0,0,0,0,0,3,64,0,0,7341.8
1,0,0,0,0,0,0,4,64,0,0,8515.2
1,0,0,0,0,0,0,1,128,0,0,9414
1,0,0,0,0,0,0,2,128,0,0,9962.4
1,0,0,0,0,0,0,3,128,0,0,8863.6
1,0,0,0,0,0,0,4,128,0,0,9418.8
1,0,0,0,0,0,0,1,0,8,0,6421.2
1,0,0,0,0,0,0,2,0,8,0,6466
1,0,0,0,0,0,0,3,0,8,0,5922.2
1,0,0,0,0,0,0,4,0,8,0,6022.4
1,0,0,0,0,0,0,1,8,8,0,19673.8
1,0,0,0,0,0,0,2,8,8,0,19692.2
1,0,0,0,0,0,0,3,8,8,0,15948.6
1,0,0,0,0,0,0,4,8,8,0,16479.6
1,0,0,0,0,0,0,1,10,8,0,16464.2
1,0,0,0,0,0,0,2,10,8,0,15535.8
1,0,0,0,0,0,0,3,10,8,0,14227.4
1,0,0,0,0,0,0,4,10,8,0,14276.6
1,0,0,0,0,0,0,1,16,8,0,13026
1,0,0,0,0,0,0,2,16,8,0,12723.8
1,0,0,0,0,0,0,3,16,8,0,11553.2
1,0,0,0,0,0,0,4,16,8,0,11551
1,0,0,0,0,0,0,1,20,8,0,12211.2
1,0,0,0,0,0,0,2,20,8,0,11921.4
